Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Profit Ratio,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,Product,Profit,Sales,State,Total Expenses,Type
303,100,150,120,250,99,43.21%,2/1/2012 12:00:00 AM,766,144,Major Market,Central,27,1,Coffee,Amaretto,$105,243,Colorado,39,Regular
720,80,110,80,190,83,35.79%,2/1/2012 12:00:00 AM,613,107,Major Market,Central,27,1,Coffee,Colombian,$68,190,Colorado,39,Regular
719,100,140,110,240,95,42.67%,2/1/2012 12:00:00 AM,809,137,Major Market,Central,26,1,Coffee,Decaf Irish Cream,$99,232,Colorado,38,Decaf
970,30,50,30,80,44,30.00%,2/1/2012 12:00:00 AM,618,56,Major Market,Central,14,1,Tea,Green Tea,$30,100,Colorado,26,Regular
970,80,140,110,220,77,42.33%,2/1/2012 12:00:00 AM,449,112,Major Market,Central,21,1,Espresso,Caffe Mocha,$80,189,Colorado,32,Regular
303,80,140,90,220,75,31.22%,2/1/2012 12:00:00 AM,549,114,Major Market,Central,24,1,Espresso,Decaf Espresso,$59,189,Colorado,55,Decaf
970,140,150,100,290,170,29.12%,2/1/2012 12:00:00 AM,1073,170,Major Market,Central,47,1,Herbal Tea,Chamomile,$99,340,Colorado,71,Decaf
970,40,70,10,110,54,-2.33%,2/1/2012 12:00:00 AM,427,75,Major Market,Central,49,1,Herbal Tea,Lemon,($3),129,Colorado,78,Decaf
303,50,70,40,120,60,23.57%,2/1/2012 12:00:00 AM,329,80,Major Market,Central,19,1,Herbal Tea,Mint,$33,140,Colorado,47,Decaf
719,50,60,10,110,59,13.64%,2/1/2012 12:00:00 AM,331,73,Major Market,Central,22,1,Tea,Darjeeling,$18,132,Colorado,55,Regular
720,50,60,30,110,62,25.00%,2/1/2012 12:00:00 AM,958,74,Major Market,Central,19,1,Tea,Earl Grey,$34,136,Colorado,40,Regular
312,150,220,140,370,148,32.49%,2/1/2012 12:00:00 AM,844,206,Major Market,Central,48,1,Coffee,Colombian,$115,354,Illinois,91,Regular
847,110,150,100,260,104,37.40%,2/1/2012 12:00:00 AM,596,150,Major Market,Central,33,1,Coffee,Decaf Irish Cream,$95,254,Illinois,55,Decaf
708,270,370,260,640,234,36.88%,2/1/2012 12:00:00 AM,1282,311,Major Market,Central,77,1,Espresso,Caffe Mocha,$201,545,Illinois,110,Regular
312,260,270,180,530,228,31.07%,2/1/2012 12:00:00 AM,1436,229,Major Market,Central,63,1,Espresso,Decaf Espresso,$142,457,Illinois,87,Decaf
815,80,130,110,210,99,43.21%,2/1/2012 12:00:00 AM,766,144,Major Market,Central,27,1,Herbal Tea,Chamomile,$105,243,Illinois,39,Decaf
773,70,90,60,160,83,35.79%,2/1/2012 12:00:00 AM,613,107,Major Market,Central,27,1,Herbal Tea,Lemon,$68,190,Illinois,39,Decaf
847,80,120,100,200,95,42.67%,2/1/2012 12:00:00 AM,809,137,Major Market,Central,26,1,Herbal Tea,Mint,$99,232,Illinois,38,Decaf
309,60,100,80,160,77,41.80%,2/1/2012 12:00:00 AM,449,112,Major Market,Central,21,1,Tea,Darjeeling,$79,189,Illinois,33,Regular
630,60,100,50,160,75,31.22%,2/1/2012 12:00:00 AM,549,114,Major Market,Central,24,1,Tea,Earl Grey,$59,189,Illinois,55,Regular
712,10,30,20,40,18,22.22%,2/1/2012 12:00:00 AM,818,27,Small Market,Central,5,1,Coffee,Amaretto,$10,45,Iowa,17,Regular
319,20,40,20,60,28,9.52%,2/1/2012 12:00:00 AM,961,35,Small Market,Central,8,1,Coffee,Colombian,$6,63,Iowa,29,Regular
712,20,30,20,50,23,22.22%,2/1/2012 12:00:00 AM,620,31,Small Market,Central,7,1,Coffee,Decaf Irish Cream,$12,54,Iowa,19,Decaf
319,20,30,20,50,19,23.40%,2/1/2012 12:00:00 AM,774,28,Small Market,Central,5,1,Espresso,Caffe Mocha,$11,47,Iowa,17,Regular
712,0,50,40,50,0,74.42%,2/1/2012 12:00:00 AM,774,43,Small Market,Central,0,1,Espresso,Decaf Espresso,$32,43,Iowa,11,Decaf
563,200,270,190,470,234,36.88%,2/1/2012 12:00:00 AM,1282,311,Small Market,Central,77,1,Herbal Tea,Chamomile,$201,545,Iowa,110,Decaf
563,80,140,110,220,104,37.40%,2/1/2012 12:00:00 AM,596,150,Small Market,Central,33,1,Herbal Tea,Lemon,$95,254,Iowa,55,Decaf
563,190,210,140,400,228,30.85%,2/1/2012 12:00:00 AM,1436,229,Small Market,Central,63,1,Tea,Darjeeling,$141,457,Iowa,88,Regular
515,200,260,150,460,240,31.65%,2/1/2012 12:00:00 AM,1391,294,Small Market,Central,91,1,Tea,Earl Grey,$169,534,Iowa,125,Regular
314,90,110,50,200,86,21.76%,2/1/2012 12:00:00 AM,484,107,Small Market,Central,32,1,Coffee,Colombian,$42,193,Missouri,65,Regular
816,70,100,60,170,75,27.88%,2/1/2012 12:00:00 AM,956,90,Small Market,Central,23,1,Coffee,Decaf Irish Cream,$46,165,Missouri,44,Decaf
573,20,40,0,60,33,-5.41%,2/1/2012 12:00:00 AM,193,41,Small Market,Central,12,1,Tea,Green Tea,($4),74,Missouri,45,Regular
573,50,90,70,140,50,39.02%,2/1/2012 12:00:00 AM,814,73,Small Market,Central,14,1,Espresso,Caffe Mocha,$48,123,Missouri,25,Regular
573,40,80,60,120,42,36.89%,2/1/2012 12:00:00 AM,771,61,Small Market,Central,11,1,Espresso,Decaf Espresso,$38,103,Missouri,23,Decaf
636,30,60,10,90,43,-7.69%,2/1/2012 12:00:00 AM,256,61,Small Market,Central,39,1,Herbal Tea,Chamomile,($8),104,Missouri,69,Decaf
417,70,10,-20,80,84,-31.37%,2/1/2012 12:00:00 AM,625,18,Small Market,Central,26,1,Herbal Tea,Lemon,($32),102,Missouri,50,Decaf
816,30,40,10,70,35,10.98%,2/1/2012 12:00:00 AM,191,47,Small Market,Central,11,1,Tea,Darjeeling,$9,82,Missouri,38,Regular
314,20,30,-10,50,30,-10.29%,2/1/2012 12:00:00 AM,165,38,Small Market,Central,11,1,Tea,Earl Grey,($7),68,Missouri,45,Regular
937,60,80,50,140,60,23.57%,2/1/2012 12:00:00 AM,329,80,Major Market,Central,19,1,Coffee,Amaretto,$33,140,Ohio,47,Regular
513,50,80,50,130,52,29.69%,2/1/2012 12:00:00 AM,357,76,Major Market,Central,16,1,Coffee,Colombian,$38,128,Ohio,38,Regular
614,50,80,20,130,54,-2.33%,2/1/2012 12:00:00 AM,427,75,Major Market,Central,49,1,Coffee,Decaf Irish Cream,($3),129,Ohio,78,Decaf
614,60,110,60,170,80,31.00%,2/1/2012 12:00:00 AM,640,120,Major Market,Central,26,1,Tea,Darjeeling,$62,200,Ohio,58,Regular
513,70,110,70,180,86,34.47%,2/1/2012 12:00:00 AM,490,120,Major Market,Central,26,1,Tea,Earl Grey,$71,206,Ohio,49,Regular
614,60,90,40,150,59,13.64%,2/1/2012 12:00:00 AM,331,73,Major Market,Central,22,1,Espresso,Decaf Espresso,$18,132,Ohio,55,Decaf
234,190,210,140,400,170,28.82%,2/1/2012 12:00:00 AM,1073,170,Major Market,Central,47,1,Espresso,Caffe Mocha,$98,340,Ohio,72,Regular
330,10,30,30,40,22,30.36%,2/1/2012 12:00:00 AM,452,34,Major Market,Central,6,1,Herbal Tea,Chamomile,$17,56,Ohio,17,Decaf
740,20,50,50,70,32,35.00%,2/1/2012 12:00:00 AM,817,48,Major Market,Central,8,1,Herbal Tea,Lemon,$28,80,Ohio,20,Decaf
262,50,70,30,120,53,10.17%,2/1/2012 12:00:00 AM,306,65,Small Market,Central,20,1,Coffee,Amaretto,$12,118,Wisconsin,53,Regular
920,90,140,40,230,92,6.82%,2/1/2012 12:00:00 AM,541,128,Small Market,Central,83,1,Coffee,Colombian,$15,220,Wisconsin,113,Regular
414,80,100,60,180,77,27.78%,2/1/2012 12:00:00 AM,423,103,Small Market,Central,25,1,Coffee,Decaf Irish Cream,$50,180,Wisconsin,53,Decaf
920,40,80,50,120,56,29.93%,2/1/2012 12:00:00 AM,382,81,Small Market,Central,17,1,Tea,Darjeeling,$41,137,Wisconsin,40,Regular
414,50,80,10,130,65,1.94%,2/1/2012 12:00:00 AM,513,90,Small Market,Central,58,1,Tea,Earl Grey,$3,155,Wisconsin,87,Regular
715,50,70,50,120,48,31.82%,2/1/2012 12:00:00 AM,617,62,Small Market,Central,15,1,Espresso,Decaf Espresso,$35,110,Wisconsin,27,Decaf
414,80,100,60,180,70,27.27%,2/1/2012 12:00:00 AM,957,84,Small Market,Central,21,1,Espresso,Caffe Mocha,$42,154,Wisconsin,42,Regular
715,50,100,80,150,65,37.93%,2/1/2012 12:00:00 AM,372,109,Small Market,Central,20,1,Herbal Tea,Chamomile,$66,174,Wisconsin,43,Decaf
262,40,60,50,100,47,37.39%,2/1/2012 12:00:00 AM,772,68,Small Market,Central,13,1,Herbal Tea,Lemon,$43,115,Wisconsin,25,Decaf
475,50,80,60,130,50,39.02%,2/1/2012 12:00:00 AM,814,73,Small Market,East,14,1,Tea,Darjeeling,$48,123,Connecticut,25,Regular
475,20,50,40,70,27,31.82%,2/1/2012 12:00:00 AM,772,39,Small Market,East,7,1,Tea,Green Tea,$21,66,Connecticut,18,Regular
203,50,70,40,120,55,22.31%,2/1/2012 12:00:00 AM,305,75,Small Market,East,18,1,Espresso,Decaf Espresso,$29,130,Connecticut,46,Decaf
860,60,90,20,150,65,1.94%,2/1/2012 12:00:00 AM,513,90,Small Market,East,58,1,Espresso,Caffe Mocha,$3,155,Connecticut,87,Regular
959,120,180,130,300,130,37.23%,2/1/2012 12:00:00 AM,945,195,Small Market,East,42,1,Coffee,Colombian,$121,325,Connecticut,74,Regular
475,60,90,50,150,86,21.24%,2/1/2012 12:00:00 AM,484,107,Small Market,East,32,1,Herbal Tea,Lemon,$41,193,Connecticut,66,Decaf
860,50,70,50,120,75,27.88%,2/1/2012 12:00:00 AM,956,90,Small Market,East,23,1,Herbal Tea,Mint,$46,165,Connecticut,44,Decaf
786,30,50,40,80,32,35.00%,2/1/2012 12:00:00 AM,817,48,Major Market,East,8,1,Tea,Darjeeling,$28,80,Florida,20,Regular
727,40,80,60,120,47,38.26%,2/1/2012 12:00:00 AM,772,68,Major Market,East,13,1,Tea,Green Tea,$44,115,Florida,24,Regular
407,70,100,60,170,77,28.33%,2/1/2012 12:00:00 AM,423,103,Major Market,East,25,1,Espresso,Decaf Espresso,$51,180,Florida,52,Decaf
305,80,130,40,210,92,7.27%,2/1/2012 12:00:00 AM,541,128,Major Market,East,83,1,Espresso,Caffe Mocha,$16,220,Florida,112,Regular
305,80,110,70,190,86,34.47%,2/1/2012 12:00:00 AM,490,120,Major Market,East,26,1,Coffee,Decaf Irish Cream,$71,206,Florida,49,Decaf
754,70,120,80,190,80,31.50%,2/1/2012 12:00:00 AM,640,120,Major Market,East,26,1,Coffee,Colombian,$63,200,Florida,57,Regular
754,30,50,30,80,48,30.91%,2/1/2012 12:00:00 AM,617,62,Major Market,East,15,1,Herbal Tea,Chamomile,$34,110,Florida,28,Decaf
727,40,50,20,90,53,10.17%,2/1/2012 12:00:00 AM,306,65,Major Market,East,20,1,Herbal Tea,Lemon,$12,118,Florida,53,Decaf
850,50,70,50,120,70,27.27%,2/1/2012 12:00:00 AM,957,84,Major Market,East,21,1,Herbal Tea,Mint,$42,154,Florida,42,Decaf
978,30,50,40,80,32,35.00%,2/1/2012 12:00:00 AM,817,48,Major Market,East,8,1,Tea,Darjeeling,$28,80,Massachusetts,20,Regular
978,20,40,30,60,22,30.36%,2/1/2012 12:00:00 AM,452,34,Major Market,East,6,1,Tea,Green Tea,$17,56,Massachusetts,17,Regular
508,160,170,110,330,170,29.12%,2/1/2012 12:00:00 AM,1073,170,Major Market,East,47,1,Espresso,Regular Espresso,$99,340,Massachusetts,71,Regular
508,50,70,10,120,54,-3.13%,2/1/2012 12:00:00 AM,451,74,Major Market,East,49,1,Espresso,Caffe Mocha,($4),128,Massachusetts,78,Regular
774,70,370,330,440,75,72.34%,2/1/2012 12:00:00 AM,235,395,Major Market,East,24,1,Coffee,Colombian,$340,470,Massachusetts,55,Regular
781,40,60,30,100,59,13.64%,2/1/2012 12:00:00 AM,331,73,Major Market,East,22,1,Herbal Tea,Lemon,$18,132,Massachusetts,55,Decaf
603,10,30,20,40,18,24.44%,2/1/2012 12:00:00 AM,818,27,Small Market,East,5,1,Tea,Darjeeling,$11,45,New Hampshire,16,Regular
603,0,40,30,40,0,74.42%,2/1/2012 12:00:00 AM,774,43,Small Market,East,0,1,Tea,Green Tea,$32,43,New Hampshire,11,Regular
603,20,40,0,60,30,-8.82%,2/1/2012 12:00:00 AM,165,38,Small Market,East,11,1,Espresso,Regular Espresso,($6),68,New Hampshire,44,Regular
603,40,60,10,100,43,-6.73%,2/1/2012 12:00:00 AM,256,61,Small Market,East,39,1,Espresso,Caffe Mocha,($7),104,New Hampshire,68,Regular
603,30,60,40,90,41,24.75%,2/1/2012 12:00:00 AM,236,60,Small Market,East,13,1,Coffee,Amaretto,$25,101,New Hampshire,35,Regular
603,40,60,30,100,45,20.18%,2/1/2012 12:00:00 AM,366,69,Small Market,East,14,1,Coffee,Colombian,$23,114,New Hampshire,46,Regular
603,20,30,0,50,33,-5.41%,2/1/2012 12:00:00 AM,193,41,Small Market,East,12,1,Herbal Tea,Lemon,($4),74,New Hampshire,45,Decaf
631,100,150,120,250,95,43.10%,2/1/2012 12:00:00 AM,809,137,Major Market,East,26,1,Tea,Darjeeling,$100,232,New York,37,Regular
518,100,160,130,260,99,43.21%,2/1/2012 12:00:00 AM,766,144,Major Market,East,27,1,Tea,Earl Grey,$105,243,New York,39,Regular
845,80,120,90,200,77,41.80%,2/1/2012 12:00:00 AM,449,112,Major Market,East,21,1,Tea,Green Tea,$79,189,New York,33,Regular
585,210,350,280,560,228,45.52%,2/1/2012 12:00:00 AM,1402,352,Major Market,East,63,1,Espresso,Regular Espresso,$264,580,New York,88,Regular
585,110,-60,-190,50,121,-332.79%,2/1/2012 12:00:00 AM,901,-60,Major Market,East,110,1,Espresso,Caffe Mocha,($203),61,New York,143,Regular
917,240,370,250,610,258,37.98%,2/1/2012 12:00:00 AM,2067,387,Major Market,East,90,1,Coffee,Colombian,$245,645,New York,142,Regular
518,180,200,110,380,240,26.46%,2/1/2012 12:00:00 AM,1454,255,Major Market,East,91,1,Herbal Tea,Lemon,$131,495,New York,124,Decaf
607,160,-20,-80,140,213,-66.67%,2/1/2012 12:00:00 AM,1214,-33,Major Market,East,66,1,Herbal Tea,Mint,($120),180,New York,87,Decaf
504,50,90,70,140,65,37.36%,2/1/2012 12:00:00 AM,372,109,Small Market,South,20,1,Espresso,Caffe Mocha,$65,174,Louisiana,44,Regular
985,40,70,50,110,56,29.93%,2/1/2012 12:00:00 AM,382,81,Small Market,South,17,1,Espresso,Decaf Espresso,$41,137,Louisiana,40,Decaf
337,40,60,40,100,49,31.25%,2/1/2012 12:00:00 AM,617,63,Small Market,South,16,1,Herbal Tea,Chamomile,$35,112,Louisiana,28,Decaf
225,80,100,40,180,86,21.76%,2/1/2012 12:00:00 AM,484,107,Small Market,South,32,1,Herbal Tea,Lemon,$42,193,Louisiana,65,Decaf
318,50,80,10,130,65,1.29%,2/1/2012 12:00:00 AM,342,90,Small Market,South,58,1,Espresso,Caffe Latte,$2,155,Louisiana,88,Regular
337,40,70,60,110,38,36.17%,2/1/2012 12:00:00 AM,772,56,Small Market,South,10,1,Coffee,Colombian,$34,94,Louisiana,22,Regular
504,50,90,70,140,47,38.26%,2/1/2012 12:00:00 AM,772,68,Small Market,South,13,1,Coffee,Decaf Irish Cream,$44,115,Louisiana,24,Decaf
505,30,50,0,80,43,-6.73%,2/1/2012 12:00:00 AM,256,61,Small Market,South,39,1,Espresso,Caffe Mocha,($7),104,New Mexico,68,Regular
505,30,40,10,70,35,9.76%,2/1/2012 12:00:00 AM,191,47,Small Market,South,11,1,Espresso,Decaf Espresso,$8,82,New Mexico,39,Decaf
505,10,30,20,40,18,22.22%,2/1/2012 12:00:00 AM,818,27,Small Market,South,5,1,Herbal Tea,Chamomile,$10,45,New Mexico,17,Decaf
505,20,40,20,60,28,7.94%,2/1/2012 12:00:00 AM,961,35,Small Market,South,8,1,Herbal Tea,Lemon,$5,63,New Mexico,30,Decaf
505,20,30,0,50,30,-10.29%,2/1/2012 12:00:00 AM,104,38,Small Market,South,11,1,Espresso,Caffe Latte,($7),68,New Mexico,45,Regular
505,50,90,50,140,45,21.05%,2/1/2012 12:00:00 AM,366,69,Small Market,South,14,1,Coffee,Colombian,$24,114,New Mexico,45,Regular
505,100,20,-20,120,84,-30.39%,2/1/2012 12:00:00 AM,625,18,Small Market,South,26,1,Coffee,Decaf Irish Cream,($31),102,New Mexico,49,Decaf
405,70,100,70,170,86,33.98%,2/1/2012 12:00:00 AM,300,120,Small Market,South,26,1,Espresso,Caffe Latte,$70,206,Oklahoma,50,Regular
918,10,30,30,40,22,30.36%,2/1/2012 12:00:00 AM,452,34,Small Market,South,6,1,Espresso,Caffe Mocha,$17,56,Oklahoma,17,Regular
405,60,110,70,170,80,31.50%,2/1/2012 12:00:00 AM,640,120,Small Market,South,26,1,Espresso,Decaf Espresso,$63,200,Oklahoma,57,Decaf
918,50,60,20,110,53,9.32%,2/1/2012 12:00:00 AM,306,65,Small Market,South,20,1,Herbal Tea,Chamomile,$11,118,Oklahoma,54,Decaf
405,80,130,40,210,92,6.82%,2/1/2012 12:00:00 AM,541,128,Small Market,South,83,1,Herbal Tea,Lemon,$15,220,Oklahoma,113,Decaf
918,50,70,50,120,44,29.00%,2/1/2012 12:00:00 AM,618,56,Small Market,South,14,1,Coffee,Colombian,$29,100,Oklahoma,27,Regular
405,40,60,50,100,32,36.25%,2/1/2012 12:00:00 AM,817,48,Small Market,South,8,1,Coffee,Decaf Irish Cream,$29,80,Oklahoma,19,Decaf
512,60,100,60,160,75,30.69%,2/1/2012 12:00:00 AM,378,114,Major Market,South,24,1,Espresso,Caffe Latte,$58,189,Texas,56,Regular
903,80,120,100,200,99,43.62%,2/1/2012 12:00:00 AM,766,144,Major Market,South,27,1,Espresso,Caffe Mocha,$106,243,Texas,38,Regular
956,60,100,90,160,77,42.33%,2/1/2012 12:00:00 AM,449,112,Major Market,South,21,1,Espresso,Decaf Espresso,$80,189,Texas,32,Decaf
214,50,80,50,130,60,23.57%,2/1/2012 12:00:00 AM,329,80,Major Market,South,19,1,Herbal Tea,Chamomile,$33,140,Texas,47,Decaf
432,40,80,50,120,52,29.69%,2/1/2012 12:00:00 AM,357,76,Major Market,South,16,1,Herbal Tea,Lemon,$38,128,Texas,38,Decaf
972,260,320,240,580,213,35.27%,2/1/2012 12:00:00 AM,942,252,Major Market,South,66,1,Coffee,Colombian,$164,465,Texas,88,Regular
432,100,130,100,230,83,35.79%,2/1/2012 12:00:00 AM,613,107,Major Market,South,27,1,Coffee,Decaf Irish Cream,$68,190,Texas,39,Decaf
435,40,50,30,90,42,36.89%,2/1/2012 12:00:00 AM,771,61,Small Market,West,11,1,Espresso,Caffe Latte,$38,103,Utah,23,Regular
801,40,60,40,100,49,31.25%,2/1/2012 12:00:00 AM,617,63,Small Market,West,16,1,Espresso,Caffe Mocha,$35,112,Utah,28,Regular
435,40,70,50,110,50,39.02%,2/1/2012 12:00:00 AM,814,73,Small Market,West,14,1,Espresso,Decaf Espresso,$48,123,Utah,25,Decaf
435,30,50,30,80,41,23.76%,2/1/2012 12:00:00 AM,236,60,Small Market,West,13,1,Herbal Tea,Chamomile,$24,101,Utah,36,Decaf
435,30,70,40,100,45,21.05%,2/1/2012 12:00:00 AM,366,69,Small Market,West,14,1,Herbal Tea,Lemon,$24,114,Utah,45,Decaf
435,70,10,-30,80,84,-30.39%,2/1/2012 12:00:00 AM,625,18,Small Market,West,26,1,Herbal Tea,Mint,($31),102,Utah,49,Decaf
435,20,50,10,70,43,-6.73%,2/1/2012 12:00:00 AM,256,61,Small Market,West,39,1,Tea,Darjeeling,($7),104,Utah,68,Regular
435,20,30,10,50,35,10.98%,2/1/2012 12:00:00 AM,191,47,Small Market,West,11,1,Tea,Earl Grey,$9,82,Utah,38,Regular
435,10,30,10,40,30,-8.82%,2/1/2012 12:00:00 AM,165,38,Small Market,West,11,1,Tea,Green Tea,($6),68,Utah,44,Regular
435,90,110,70,200,75,27.88%,2/1/2012 12:00:00 AM,956,90,Small Market,West,23,1,Coffee,Amaretto,$46,165,Utah,44,Regular
435,60,100,70,160,55,23.08%,2/1/2012 12:00:00 AM,305,75,Small Market,West,18,1,Coffee,Colombian,$30,130,Utah,45,Regular
435,100,140,80,240,86,21.24%,2/1/2012 12:00:00 AM,484,107,Small Market,West,32,1,Coffee,Decaf Irish Cream,$41,193,Utah,66,Decaf
831,210,220,150,430,228,31.07%,2/1/2012 12:00:00 AM,1436,229,Major Market,West,63,1,Espresso,Caffe Latte,$142,457,California,87,Regular
916,110,160,30,270,121,8.97%,2/1/2012 12:00:00 AM,712,169,Major Market,West,110,1,Espresso,Caffe Mocha,$26,290,California,143,Regular
951,220,300,200,520,234,37.06%,2/1/2012 12:00:00 AM,1282,311,Major Market,West,77,1,Espresso,Decaf Espresso,$202,545,California,109,Decaf
949,80,120,100,200,95,43.10%,2/1/2012 12:00:00 AM,809,137,Major Market,West,26,1,Herbal Tea,Chamomile,$100,232,California,37,Decaf
714,180,220,160,400,213,35.27%,2/1/2012 12:00:00 AM,942,252,Major Market,West,66,1,Herbal Tea,Lemon,$164,465,California,88,Decaf
530,70,90,60,160,83,35.79%,2/1/2012 12:00:00 AM,613,107,Major Market,West,27,1,Herbal Tea,Mint,$68,190,California,39,Decaf
626,60,100,90,160,99,43.62%,2/1/2012 12:00:00 AM,766,144,Major Market,West,27,1,Tea,Darjeeling,$106,243,California,38,Regular
858,50,70,60,120,77,42.33%,2/1/2012 12:00:00 AM,449,112,Major Market,West,21,1,Tea,Earl Grey,$80,189,California,32,Regular
858,40,80,50,120,75,30.69%,2/1/2012 12:00:00 AM,549,114,Major Market,West,24,1,Tea,Green Tea,$58,189,California,56,Regular
909,130,30,-20,160,104,-20.45%,2/1/2012 12:00:00 AM,685,28,Major Market,West,33,1,Coffee,Amaretto,($27),132,California,55,Regular
415,320,480,360,800,258,37.98%,2/1/2012 12:00:00 AM,2067,387,Major Market,West,90,1,Coffee,Colombian,$245,645,California,142,Regular
818,180,-30,-110,150,148,-95.90%,2/1/2012 12:00:00 AM,1071,-26,Major Market,West,48,1,Coffee,Decaf Irish Cream,($117),122,California,91,Decaf
702,0,40,30,40,0,72.09%,2/1/2012 12:00:00 AM,774,43,Small Market,West,0,1,Espresso,Caffe Latte,$31,43,Nevada,12,Regular
775,10,30,20,40,18,22.22%,2/1/2012 12:00:00 AM,818,27,Small Market,West,5,1,Espresso,Caffe Mocha,$10,45,Nevada,17,Regular
775,10,30,20,40,19,23.40%,2/1/2012 12:00:00 AM,774,28,Small Market,West,5,1,Espresso,Decaf Espresso,$11,47,Nevada,17,Decaf
702,30,40,20,70,28,9.52%,2/1/2012 12:00:00 AM,961,35,Small Market,West,8,1,Coffee,Decaf Irish Cream,$6,63,Nevada,29,Decaf
775,100,150,40,250,121,8.97%,2/1/2012 12:00:00 AM,712,169,Small Market,West,110,1,Herbal Tea,Chamomile,$26,290,Nevada,143,Decaf
775,120,190,120,310,148,32.49%,2/1/2012 12:00:00 AM,844,206,Small Market,West,48,1,Herbal Tea,Lemon,$115,354,Nevada,91,Decaf
702,80,140,110,220,104,37.01%,2/1/2012 12:00:00 AM,596,150,Small Market,West,33,1,Herbal Tea,Mint,$94,254,Nevada,56,Decaf
775,150,220,150,370,234,37.06%,2/1/2012 12:00:00 AM,1282,311,Small Market,West,77,1,Tea,Darjeeling,$202,545,Nevada,109,Regular
702,150,160,100,310,228,31.07%,2/1/2012 12:00:00 AM,1436,229,Small Market,West,63,1,Tea,Earl Grey,$142,457,Nevada,87,Regular
702,150,-150,-220,0,240,-1486.96%,2/1/2012 12:00:00 AM,1937,-240,Small Market,West,91,1,Tea,Green Tea,($342),23,Nevada,125,Regular
775,40,50,10,90,33,-6.76%,2/1/2012 12:00:00 AM,193,41,Small Market,West,12,1,Coffee,Colombian,($5),74,Nevada,46,Regular
503,50,70,20,120,59,13.64%,2/1/2012 12:00:00 AM,331,73,Small Market,West,22,1,Espresso,Caffe Latte,$18,132,Oregon,55,Regular
541,50,80,50,130,60,23.57%,2/1/2012 12:00:00 AM,329,80,Small Market,West,19,1,Espresso,Caffe Mocha,$33,140,Oregon,47,Regular
971,160,160,100,320,170,29.12%,2/1/2012 12:00:00 AM,1073,170,Small Market,West,47,1,Espresso,Decaf Espresso,$99,340,Oregon,71,Decaf
971,60,100,70,160,52,29.69%,2/1/2012 12:00:00 AM,357,76,Small Market,West,16,1,Coffee,Decaf Irish Cream,$38,128,Oregon,38,Decaf
971,20,50,50,70,33,34.57%,2/1/2012 12:00:00 AM,772,48,Small Market,West,9,1,Herbal Tea,Chamomile,$28,81,Oregon,20,Decaf
541,30,50,30,80,44,30.00%,2/1/2012 12:00:00 AM,618,56,Small Market,West,14,1,Herbal Tea,Lemon,$30,100,Oregon,26,Decaf
541,10,20,20,30,22,30.36%,2/1/2012 12:00:00 AM,452,34,Small Market,West,6,1,Tea,Darjeeling,$17,56,Oregon,17,Regular
971,50,80,50,130,80,31.00%,2/1/2012 12:00:00 AM,640,120,Small Market,West,26,1,Tea,Earl Grey,$62,200,Oregon,58,Regular
503,50,90,60,140,86,34.47%,2/1/2012 12:00:00 AM,490,120,Small Market,West,26,1,Tea,Green Tea,$71,206,Oregon,49,Regular
971,60,100,40,160,54,-3.10%,2/1/2012 12:00:00 AM,427,75,Small Market,West,49,1,Coffee,Amaretto,($4),129,Oregon,79,Regular
503,80,110,50,190,65,16.13%,2/1/2012 12:00:00 AM,392,90,Small Market,West,21,1,Coffee,Colombian,$25,155,Oregon,65,Regular
360,40,60,40,100,48,31.82%,2/1/2012 12:00:00 AM,617,62,Small Market,West,15,1,Espresso,Caffe Latte,$35,110,Washington,27,Regular
253,50,60,20,110,53,10.17%,2/1/2012 12:00:00 AM,306,65,Small Market,West,20,1,Espresso,Caffe Mocha,$12,118,Washington,53,Regular
509,60,80,60,140,70,26.62%,2/1/2012 12:00:00 AM,957,84,Small Market,West,21,1,Espresso,Decaf Espresso,$41,154,Washington,43,Decaf
206,110,160,60,270,92,6.82%,2/1/2012 12:00:00 AM,541,128,Small Market,West,83,1,Coffee,Decaf Irish Cream,$15,220,Washington,113,Decaf
206,110,170,120,280,130,37.23%,2/1/2012 12:00:00 AM,945,195,Small Market,West,42,1,Herbal Tea,Chamomile,$121,325,Washington,74,Decaf
509,30,50,50,80,38,36.17%,2/1/2012 12:00:00 AM,772,56,Small Market,West,10,1,Herbal Tea,Lemon,$34,94,Washington,22,Decaf
360,40,70,40,110,65,37.93%,2/1/2012 12:00:00 AM,372,109,Small Market,West,20,1,Tea,Darjeeling,$66,174,Washington,43,Regular
206,30,60,40,90,56,29.93%,2/1/2012 12:00:00 AM,382,81,Small Market,West,17,1,Tea,Earl Grey,$41,137,Washington,40,Regular
253,40,60,10,100,65,1.94%,2/1/2012 12:00:00 AM,513,90,Small Market,West,58,1,Tea,Green Tea,$3,155,Washington,87,Regular
509,70,100,70,170,58,30.99%,2/1/2012 12:00:00 AM,331,84,Small Market,West,18,1,Coffee,Colombian,$44,142,Washington,40,Regular
720,90,130,100,220,87,42.25%,3/1/2012 12:00:00 AM,756,126,Major Market,Central,24,1,Coffee,Amaretto,$90,213,Colorado,36,Regular
